"target_id" "identifiers" "length" "eff_length" "est_counts" "tpm" "Entry.name" "Status" "Protein.names" "Gene.names" "Organism" "Length" "Gene.ontology..biological.process." "Gene.ontology..cellular.component." "Gene.ontology..GO." "Gene.ontology..molecular.function." "Gene.ontology.IDs"
"42628" "TRINITY_DN5860_c0_g1_i14" "Q9CX00" 7719 7536.52 10.2644 20.0408 "IST1_MOUSE" "reviewed" "IST1 homolog" "Ist1 Kiaa0174" "Mus musculus (Mouse)" 362 "abscission [GO:0009838]; cell division [GO:0051301]; cytoskeleton-dependent cytokinesis [GO:0061640]; establishment of protein localization [GO:0045184]; positive regulation of collateral sprouting [GO:0048672]; positive regulation of proteolysis [GO:0045862]; protein localization [GO:0008104]; protein transport [GO:0015031]; viral capsid secondary envelopment [GO:0046745]; viral release from host cell [GO:0019076]" "centrosome [GO:0005813]; chromatin [GO:0000785]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular exosome [GO:0070062]; Flemming body [GO:0090543]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; nuclear envelope [GO:0005635]" "centrosome [GO:0005813]; chromatin [GO:0000785]; cytoplasmic vesicle [GO:0031410]; cytosol [GO:0005829]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; extracellular exosome [GO:0070062]; Flemming body [GO:0090543]; intracellular membrane-bounded organelle [GO:0043231]; midbody [GO:0030496]; nuclear envelope [GO:0005635]; identical protein binding [GO:0042802]; MIT domain binding [GO:0090541]; protein domain specific binding [GO:0019904]; protein-containing complex binding [GO:0044877]; abscission [GO:0009838]; cell division [GO:0051301]; cytoskeleton-dependent cytokinesis [GO:0061640]; establishment of protein localization [GO:0045184]; positive regulation of collateral sprouting [GO:0048672]; positive regulation of proteolysis [GO:0045862]; protein localization [GO:0008104]; protein transport [GO:0015031]; viral capsid secondary envelopment [GO:0046745]; viral release from host cell [GO:0019076]" "identical protein binding [GO:0042802]; MIT domain binding [GO:0090541]; protein-containing complex binding [GO:0044877]; protein domain specific binding [GO:0019904]" "GO:0000785; GO:0005635; GO:0005793; GO:0005813; GO:0005829; GO:0008104; GO:0009838; GO:0015031; GO:0019076; GO:0019904; GO:0030496; GO:0031410; GO:0042802; GO:0043231; GO:0044877; GO:0045184; GO:0045862; GO:0046745; GO:0048672; GO:0051301; GO:0061640; GO:0070062; GO:0090541; GO:0090543"
"10306" "TRINITY_DN16946_c0_g1_i6" "O61231" 1844 1661.52 10.2353 90.6457 "RL10_DROME" "reviewed" "60S ribosomal protein L10 (QM protein homolog) (dQM)" "RpL10 Qm CG17521" "Drosophila melanogaster (Fruit fly)" 218 "cytoplasmic translation [GO:0002181]; ribosomal large subunit assembly [GO:0000027]" "cytoplasm [GO:0005737]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; neuronal cell body [GO:0043025]" "cytoplasm [GO:0005737]; cytosolic large ribosomal subunit [GO:0022625]; cytosolic ribosome [GO:0022626]; neuronal cell body [GO:0043025]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; ribosomal large subunit assembly [GO:0000027]" "structural constituent of ribosome [GO:0003735]" "GO:0000027; GO:0002181; GO:0003735; GO:0005737; GO:0022625; GO:0022626; GO:0043025"
"46457" "TRINITY_DN7103_c0_g2_i2" "A3RLT6" 1375 1192.52 10.0991 124.615 "RSSA_PINFU" "reviewed" "40S ribosomal protein SA" "" "Pinctada fucata (Akoya pearl oyster) (Pinctada imbricata fucata)" 301 "ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]" "cytosolic small ribosomal subunit [GO:0022627]" "cytosolic small ribosomal subunit [GO:0022627]; structural constituent of ribosome [GO:0003735]; ribosomal small subunit assembly [GO:0000028]; translation [GO:0006412]" "structural constituent of ribosome [GO:0003735]" "GO:0000028; GO:0003735; GO:0006412; GO:0022627"
"24002" "TRINITY_DN4190_c0_g1_i11" "Q8VHE6" 15794 15611.5 10.0659 9.4877 "DYH5_MOUSE" "reviewed" "Dynein axonemal heavy chain 5 (Axonemal beta dynein heavy chain 5) (mDNAH5) (Ciliary dynein heavy chain 5)" "Dnah5 Dnahc5" "Mus musculus (Mouse)" 4621 "cilium assembly [GO:0060271]; cilium movement [GO:0003341]; determination of left/right symmetry [GO:0007368]; epithelial cilium movement involved in extracellular fluid movement [GO:0003351]; establishment of localization in cell [GO:0051649]; flagellated sperm motility [GO:0030317]; heart development [GO:0007507]; lateral ventricle development [GO:0021670]; microtubule-based movement [GO:0007018]; outer dynein arm assembly [GO:0036158]" "9+2 motile cilium [GO:0097729]; axonemal dynein complex [GO:0005858]; axoneme [GO:0005930]; cytoplasm [GO:0005737]; dynein complex [GO:0030286]; extracellular region [GO:0005576]; microtubule [GO:0005874]; motile cilium [GO:0031514]; outer dynein arm [GO:0036157]" "9+2 motile cilium [GO:0097729]; axonemal dynein complex [GO:0005858]; axoneme [GO:0005930]; cytoplasm [GO:0005737]; dynein complex [GO:0030286]; extracellular region [GO:0005576]; microtubule [GO:0005874]; motile cilium [GO:0031514]; outer dynein arm [GO:0036157]; ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; microtubule motor activity [GO:0003777]; cilium assembly [GO:0060271]; cilium movement [GO:0003341]; determination of left/right symmetry [GO:0007368]; epithelial cilium movement involved in extracellular fluid movement [GO:0003351]; establishment of localization in cell [GO:0051649]; flagellated sperm motility [GO:0030317]; heart development [GO:0007507]; lateral ventricle development [GO:0021670]; microtubule-based movement [GO:0007018]; outer dynein arm assembly [GO:0036158]" "ATP binding [GO:0005524]; ATP-dependent microtubule motor activity, minus-end-directed [GO:0008569]; dynein intermediate chain binding [GO:0045505]; dynein light intermediate chain binding [GO:0051959]; microtubule motor activity [GO:0003777]" "GO:0003341; GO:0003351; GO:0003777; GO:0005524; GO:0005576; GO:0005737; GO:0005858; GO:0005874; GO:0005930; GO:0007018; GO:0007368; GO:0007507; GO:0008569; GO:0021670; GO:0030286; GO:0030317; GO:0031514; GO:0036157; GO:0036158; GO:0045505; GO:0051649; GO:0051959; GO:0060271; GO:0097729"
"33813" "TRINITY_DN2163_c1_g1_i3" "Q16932" 6644 6461.52 10.0285 22.8378 "STX_APLCA" "reviewed" "Syntaxin" "" "Aplysia californica (California sea hare)" 290 "intracellular protein transport [GO:0006886]; neurotransmitter transport [GO:0006836]; regulation of exocytosis [GO:0017157]; vesicle-mediated transport [GO:0016192]" "integral component of membrane [GO:0016021]" "integral component of membrane [GO:0016021]; SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]; intracellular protein transport [GO:0006886]; neurotransmitter transport [GO:0006836]; regulation of exocytosis [GO:0017157]; vesicle-mediated transport [GO:0016192]" "SNAP receptor activity [GO:0005484]; SNARE binding [GO:0000149]" "GO:0000149; GO:0005484; GO:0006836; GO:0006886; GO:0016021; GO:0016192; GO:0017157"
"15725" "TRINITY_DN26475_c0_g1_i6" "Q03105" 3345 3162.52 10.0014 46.5352 "VATL_TORMA" "reviewed" "V-type proton ATPase 16 kDa proteolipid subunit (V-ATPase 16 kDa proteolipid subunit) (15 kDa mediatophore protein) (Vacuolar proton pump 16 kDa proteolipid subunit)" "" "Torpedo marmorata (Marbled electric ray)" 154 "" "integral component of membrane [GO:0016021]; proton-transporting V-type ATPase, V0 domain [GO:0033179]; vacuolar membrane [GO:0005774]" "integral component of membrane [GO:0016021]; proton-transporting V-type ATPase, V0 domain [GO:0033179]; vacuolar membrane [GO:0005774]; proton transmembrane transporter activity [GO:0015078]" "proton transmembrane transporter activity [GO:0015078]" "GO:0005774; GO:0015078; GO:0016021; GO:0033179"
"15726" "TRINITY_DN26475_c0_g1_i3" "Q03105" 3345 3162.52 10.0014 46.5352 "VATL_TORMA" "reviewed" "V-type proton ATPase 16 kDa proteolipid subunit (V-ATPase 16 kDa proteolipid subunit) (15 kDa mediatophore protein) (Vacuolar proton pump 16 kDa proteolipid subunit)" "" "Torpedo marmorata (Marbled electric ray)" 154 "" "integral component of membrane [GO:0016021]; proton-transporting V-type ATPase, V0 domain [GO:0033179]; vacuolar membrane [GO:0005774]" "integral component of membrane [GO:0016021]; proton-transporting V-type ATPase, V0 domain [GO:0033179]; vacuolar membrane [GO:0005774]; proton transmembrane transporter activity [GO:0015078]" "proton transmembrane transporter activity [GO:0015078]" "GO:0005774; GO:0015078; GO:0016021; GO:0033179"
"3877" "TRINITY_DN7871_c0_g1_i2" "Q7Z7L7" 3790 3607.52 10.0012 40.7942 "ZER1_HUMAN" "reviewed" "Protein zer-1 homolog (Hzyg) (Zyg-11 homolog B-like protein) (Zyg11b-like protein)" "ZER1 C9orf60 ZYG ZYG11BL" "Homo sapiens (Human)" 766 "positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]" "Cul2-RING ubiquitin ligase complex [GO:0031462]" "Cul2-RING ubiquitin ligase complex [GO:0031462]; positive regulation of proteasomal ubiquitin-dependent protein catabolic process [GO:0032436]; protein quality control for misfolded or incompletely synthesized proteins [GO:0006515]" "" "GO:0006515; GO:0031462; GO:0032436"
"11943" "TRINITY_DN246_c0_g2_i4" "Q8IUM7" 6039 5856.52 10 25.1254 "NPAS4_HUMAN" "reviewed" "Neuronal PAS domain-containing protein 4 (Neuronal PAS4) (Class E basic helix-loop-helix protein 79) (bHLHe79) (HLH-PAS transcription factor NXF) (PAS domain-containing protein 10)" "NPAS4 BHLHE79 NXF PASD10" "Homo sapiens (Human)" 802 "cell differentiation [GO:0030154]; cellular response to corticosterone stimulus [GO:0071386]; excitatory postsynaptic potential [GO:0060079]; inhibitory postsynaptic potential [GO:0060080]; inhibitory synapse assembly [GO:1904862]; learning [GO:0007612]; long-term memory [GO:0007616]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of synaptic plasticity [GO:0048167]; regulation of synaptic transmission, GABAergic [GO:0032228]; regulation of transcription by RNA polymerase II [GO:0006357]; short-term memory [GO:0007614]; social behavior [GO:0035176]" "chromatin [GO:0000785]; nucleus [GO:0005634]; postsynapse [GO:0098794]; transcription regulator complex [GO:0005667]" "chromatin [GO:0000785]; nucleus [GO:0005634]; postsynapse [GO:0098794]; transcription regulator complex [GO:0005667]; DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein heterodimerization activity [GO:0046982]; protein-containing complex binding [GO:0044877]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; cell differentiation [GO:0030154]; cellular response to corticosterone stimulus [GO:0071386]; excitatory postsynaptic potential [GO:0060079]; inhibitory postsynaptic potential [GO:0060080]; inhibitory synapse assembly [GO:1904862]; learning [GO:0007612]; long-term memory [GO:0007616]; positive regulation of transcription by RNA polymerase II [GO:0045944]; regulation of synaptic plasticity [GO:0048167]; regulation of synaptic transmission, GABAergic [GO:0032228]; regulation of transcription by RNA polymerase II [GO:0006357]; short-term memory [GO:0007614]; social behavior [GO:0035176]" "DNA-binding transcription activator activity, RNA polymerase II-specific [GO:0001228]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; protein-containing complex binding [GO:0044877]; protein heterodimerization activity [GO:0046982]; RNA polymerase II cis-regulatory region sequence-specific DNA binding [GO:0000978]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]" "GO:0000785; GO:0000977; GO:0000978; GO:0000981; GO:0001228; GO:0005634; GO:0005667; GO:0006357; GO:0007612; GO:0007614; GO:0007616; GO:0030154; GO:0032228; GO:0035176; GO:0044877; GO:0045944; GO:0046982; GO:0048167; GO:0060079; GO:0060080; GO:0071386; GO:0098794; GO:1904862"
"12090" "TRINITY_DN204_c2_g1_i1" "Q9W237" 1013 830.522 10 177.175 "RS16_DROME" "reviewed" "40S ribosomal protein S16" "RpS16 CG4046" "Drosophila melanogaster (Fruit fly)" 148 "cytoplasmic translation [GO:0002181]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]" "cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit [GO:0015935]" "cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; small ribosomal subunit [GO:0015935]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; cytoplasmic translation [GO:0002181]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]" "RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]" "GO:0000462; GO:0002181; GO:0003723; GO:0003735; GO:0015935; GO:0022626; GO:0022627"
"14942" "TRINITY_DN27194_c0_g4_i2" "Q969V4" 2262 2079.52 10 70.7603 "TEKT1_HUMAN" "reviewed" "Tektin-1" "TEKT1" "Homo sapiens (Human)" 418 "cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]" "cytoplasm [GO:0005737]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; motile cilium [GO:0031514]; nucleus [GO:0005634]" "cytoplasm [GO:0005737]; microtubule [GO:0005874]; microtubule cytoskeleton [GO:0015630]; motile cilium [GO:0031514]; nucleus [GO:0005634]; cilium assembly [GO:0060271]; cilium movement involved in cell motility [GO:0060294]" "" "GO:0005634; GO:0005737; GO:0005874; GO:0015630; GO:0031514; GO:0060271; GO:0060294"
"17293" "TRINITY_DN41100_c0_g1_i1" "P12981" 1592 1409.52 10 104.395 "JUN_COTJA" "reviewed" "Transcription factor AP-1 (Proto-oncogene c-Jun)" "JUN" "Coturnix japonica (Japanese quail) (Coturnix coturnix japonica)" 313 "Ras protein signal transduction [GO:0007265]" "nucleus [GO:0005634]" "nucleus [GO:0005634]; DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]; Ras protein signal transduction [GO:0007265]" "DNA-binding transcription factor activity [GO:0003700]; transcription cis-regulatory region binding [GO:0000976]" "GO:0000976; GO:0003700; GO:0005634; GO:0007265"
"30317" "TRINITY_DN22321_c0_g1_i3" "Q64319" 2289 2106.52 10 69.8534 "SLC31_RAT" "reviewed" "Neutral and basic amino acid transport protein rBAT (D2) (Solute carrier family 3 member 1) (b(0,+)-type amino acid transport protein) (NAA-TR)" "Slc3a1 Nbat" "Rattus norvegicus (Rat)" 683 "amino acid transport [GO:0006865]; aspartate transmembrane transport [GO:0015810]; carbohydrate metabolic process [GO:0005975]; gene expression [GO:0010467]; L-cystine transport [GO:0015811]; L-glutamate transmembrane transport [GO:0015813]" "apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; vacuolar membrane [GO:0005774]" "apical plasma membrane [GO:0016324]; brush border membrane [GO:0031526]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; vacuolar membrane [GO:0005774]; catalytic activity [GO:0003824]; protein heterodimerization activity [GO:0046982]; protein-containing complex binding [GO:0044877]; amino acid transport [GO:0006865]; aspartate transmembrane transport [GO:0015810]; carbohydrate metabolic process [GO:0005975]; gene expression [GO:0010467]; L-cystine transport [GO:0015811]; L-glutamate transmembrane transport [GO:0015813]" "catalytic activity [GO:0003824]; protein-containing complex binding [GO:0044877]; protein heterodimerization activity [GO:0046982]" "GO:0003824; GO:0005774; GO:0005886; GO:0005887; GO:0005975; GO:0006865; GO:0010467; GO:0015810; GO:0015811; GO:0015813; GO:0016324; GO:0031526; GO:0044877; GO:0046982"
"34764" "TRINITY_DN17280_c0_g1_i14" "Q26636" 1987 1804.52 10 81.5438 "CATL_SARPE" "reviewed" "Cathepsin L (EC 3.4.22.15) [Cleaved into: Cathepsin L heavy chain; Cathepsin L light chain]" "" "Sarcophaga peregrina (Flesh fly) (Boettcherisca peregrina)" 339 "cell differentiation [GO:0030154]" "lysosome [GO:0005764]" "lysosome [GO:0005764]; cysteine-type endopeptidase activity [GO:0004197]; cell differentiation [GO:0030154]" "cysteine-type endopeptidase activity [GO:0004197]" "GO:0004197; GO:0005764; GO:0030154"
"35526" "TRINITY_DN6128_c1_g1_i8" "P09760" 6861 6678.52 10 22.033 "FER_RAT" "reviewed" "Tyrosine-protein kinase Fer (EC 2.7.10.2) (Proto-oncogene c-Fer) (Tyrosine-protein kinase FLK) (p94-Fer)" "Fer Fert2 Flk" "Rattus norvegicus (Rat)" 823 "actin cytoskeleton reorganization [GO:0031532]; cell adhesion [GO:0007155]; cell-cell adhesion mediated by cadherin [GO:0044331]; cell differentiation [GO:0030154]; cell population proliferation [GO:0008283]; cellular response to insulin stimulus [GO:0032869]; cellular response to macrophage colony-stimulating factor stimulus [GO:0036006]; cellular response to reactive oxygen species [GO:0034614]; chemotaxis [GO:0006935]; cytokine-mediated signaling pathway [GO:0019221]; diapedesis [GO:0050904]; extracellular matrix-cell signaling [GO:0035426]; Fc-epsilon receptor signaling pathway [GO:0038095]; innate immune response [GO:0045087]; insulin receptor signaling pathway via phosphatidylinositol 3-kinase [GO:0038028]; interleukin-6-mediated signaling pathway [GO:0070102]; Kit signaling pathway [GO:0038109]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of mast cell activation involved in immune response [GO:0033007]; peptidyl-tyrosine phosphorylation [GO:0018108]; platelet-derived growth factor receptor signaling pathway [GO:0048008]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of epidermal growth factor receptor signaling pathway [GO:0042058]; regulation of fibroblast migration [GO:0010762]; regulation of lamellipodium assembly [GO:0010591]; regulation of mast cell degranulation [GO:0043304]; regulation of protein phosphorylation [GO:0001932]; response to lipopolysaccharide [GO:0032496]; response to platelet-derived growth factor [GO:0036119]; signal transduction [GO:0007165]; substrate adhesion-dependent cell spreading [GO:0034446]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]; tyrosine phosphorylation of STAT protein [GO:0007260]" "cell cortex [GO:0005938]; cell junction [GO:0030054]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; nucleus [GO:0005634]" "cell cortex [GO:0005938]; cell junction [GO:0030054]; cell projection [GO:0042995]; cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; extrinsic component of cytoplasmic side of plasma membrane [GO:0031234]; nucleus [GO:0005634]; actin binding [GO:0003779]; ATP binding [GO:0005524]; cadherin binding [GO:0045296]; cell adhesion molecule binding [GO:0050839]; cytoskeletal protein binding [GO:0008092]; epidermal growth factor receptor binding [GO:0005154]; gamma-catenin binding [GO:0045295]; lipid binding [GO:0008289]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein phosphatase 1 binding [GO:0008157]; protein tyrosine kinase activity [GO:0004713]; signaling receptor binding [GO:0005102]; small GTPase binding [GO:0031267]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]; actin cytoskeleton reorganization [GO:0031532]; cell adhesion [GO:0007155]; cell differentiation [GO:0030154]; cell population proliferation [GO:0008283]; cell-cell adhesion mediated by cadherin [GO:0044331]; cellular response to insulin stimulus [GO:0032869]; cellular response to macrophage colony-stimulating factor stimulus [GO:0036006]; cellular response to reactive oxygen species [GO:0034614]; chemotaxis [GO:0006935]; cytokine-mediated signaling pathway [GO:0019221]; diapedesis [GO:0050904]; extracellular matrix-cell signaling [GO:0035426]; Fc-epsilon receptor signaling pathway [GO:0038095]; innate immune response [GO:0045087]; insulin receptor signaling pathway via phosphatidylinositol 3-kinase [GO:0038028]; interleukin-6-mediated signaling pathway [GO:0070102]; Kit signaling pathway [GO:0038109]; microtubule cytoskeleton organization [GO:0000226]; negative regulation of mast cell activation involved in immune response [GO:0033007]; peptidyl-tyrosine phosphorylation [GO:0018108]; platelet-derived growth factor receptor signaling pathway [GO:0048008]; positive regulation of actin filament polymerization [GO:0030838]; positive regulation of cell migration [GO:0030335]; positive regulation of cell population proliferation [GO:0008284]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of epidermal growth factor receptor signaling pathway [GO:0042058]; regulation of fibroblast migration [GO:0010762]; regulation of lamellipodium assembly [GO:0010591]; regulation of mast cell degranulation [GO:0043304]; regulation of protein phosphorylation [GO:0001932]; response to lipopolysaccharide [GO:0032496]; response to platelet-derived growth factor [GO:0036119]; signal transduction [GO:0007165]; substrate adhesion-dependent cell spreading [GO:0034446]; transmembrane receptor protein tyrosine kinase signaling pathway [GO:0007169]; tyrosine phosphorylation of STAT protein [GO:0007260]" "actin binding [GO:0003779]; ATP binding [GO:0005524]; cadherin binding [GO:0045296]; cell adhesion molecule binding [GO:0050839]; cytoskeletal protein binding [GO:0008092]; epidermal growth factor receptor binding [GO:0005154]; gamma-catenin binding [GO:0045295]; lipid binding [GO:0008289]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein kinase activity [GO:0004672]; protein kinase binding [GO:0019901]; protein phosphatase 1 binding [GO:0008157]; protein tyrosine kinase activity [GO:0004713]; signaling receptor binding [GO:0005102]; small GTPase binding [GO:0031267]; transmembrane receptor protein tyrosine kinase activity [GO:0004714]" "GO:0000226; GO:0001932; GO:0003779; GO:0004672; GO:0004713; GO:0004714; GO:0004715; GO:0005102; GO:0005154; GO:0005524; GO:0005634; GO:0005737; GO:0005856; GO:0005938; GO:0006468; GO:0006935; GO:0007155; GO:0007165; GO:0007169; GO:0007260; GO:0008092; GO:0008157; GO:0008283; GO:0008284; GO:0008289; GO:0010591; GO:0010762; GO:0018108; GO:0019221; GO:0019901; GO:0030054; GO:0030154; GO:0030335; GO:0030838; GO:0031234; GO:0031267; GO:0031532; GO:0032496; GO:0032869; GO:0033007; GO:0034446; GO:0034614; GO:0035426; GO:0036006; GO:0036119; GO:0038028; GO:0038095; GO:0038109; GO:0042058; GO:0042995; GO:0043304; GO:0044331; GO:0045087; GO:0045295; GO:0045296; GO:0046777; GO:0048008; GO:0050839; GO:0050904; GO:0051092; GO:0070102"
