"","target_id","gene","ctenidia","gonad","heart","juvenile","larvae","accessions","gene_id","gene_name","gene_description","alt_gene_description","all_GO_ids","BP_GO_ids","CC_GO_ids","MF_GO_ids","GOslim","Term"
"733","PGEN_.00g305590","PGEN_.00g305590",0,0,0,0,0.259883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"734","PGEN_.00g305990","PGEN_.00g305990",0,0,0,0,0.657727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"735","PGEN_.00g306200","PGEN_.00g306200",0,0,0,0,0.165927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"736","PGEN_.00g306340","PGEN_.00g306340",0,0,0,0,51.734267,"Q17043",NA,"","Aplysianin-A","UDP-galactose:beta-N-acetylglucosamine beta-13-galactosyltransferase 5","GO:0016491;GO:0042742","GO:0042742","","GO:0016491","GO:0098542","defense response to other organism"
"737","PGEN_.00g306350","PGEN_.00g306350",0,0,0,0,0.22008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"738","PGEN_.00g306820","PGEN_.00g306820",0,0,0,0,0.234661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"739","PGEN_.00g307690","PGEN_.00g307690",0,0,0,0,0.255313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"740","PGEN_.00g307760","PGEN_.00g307760",0,0,0,0,99.377807,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"741","PGEN_.00g307770","PGEN_.00g307770",0,0,0,0,79.453767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"742","PGEN_.00g308410","PGEN_.00g308410",0,0,0,0,1.265327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"743","PGEN_.00g309940","PGEN_.00g309940",0,0,0,0,0.638095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"744","PGEN_.00g310040","PGEN_.00g310040",0,0,0,0,1.762548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","PGEN_.00g310400","PGEN_.00g310400",0,0,0,0,0.482509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"746","PGEN_.00g311010","PGEN_.00g311010",0,0,0,0,0.092178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"747","PGEN_.00g311930","PGEN_.00g311930",0,0,0,0,2.178691,"Q03412",181608,"unc-7","Innexin unc-7","Uncoordinated protein 7","GO:0005911;GO:0005921;GO:0016021;GO:0032589;GO:0005886;GO:0005243;GO:0055077;GO:1903351;GO:0016264;GO:0034220;GO:0040011;GO:0018991;GO:0090325;GO:1902435;GO:1902847;GO:0043051;GO:0072347;GO:0034609","GO:1903351;GO:0016264;GO:0034220;GO:0040011;GO:0018991;GO:0090325;GO:1902435;GO:1902847;GO:0043051;GO:0072347;GO:0034609","GO:0005911;GO:0005921;GO:0016021;GO:0032589;GO:0005886","GO:0005243;GO:0055077","GO:0034330;GO:0055085;GO:0022414;GO:0022414;GO:0023052;GO:0022414","cell junction organization;transmembrane transport;reproductive process;reproductive process;signaling;reproductive process"
"748","PGEN_.00g312640","PGEN_.00g312640",0,0,0,0,0.37657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"749","PGEN_.00g312670","PGEN_.00g312670",0,0,0,0,0.903951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"750","PGEN_.00g312760","PGEN_.00g312760",0,0,0,0,0.677578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"751","PGEN_.00g313280","PGEN_.00g313280",0,0,0,0,2.522567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"752","PGEN_.00g313440","PGEN_.00g313440",0,0,0,0,2.080514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"753","PGEN_.00g313660","PGEN_.00g313660",0,0,0,0,4.287286,"Q16650;B0AZS4;B2R6G5;Q14DC5;Q53TH0;Q56A81",10716,"TBR1","T-box brain protein 1","TES-56","GO:0005634;GO:0003700;GO:0000981;GO:0019901;GO:0000978;GO:0021764;GO:0007420;GO:0001708;GO:0021987;GO:0021902;GO:0001661;GO:0030902;GO:0045892;GO:0045944;GO:1902667;GO:0010975;GO:0006357;GO:0010092","GO:0021764;GO:0007420;GO:0001708;GO:0021987;GO:0021902;GO:0001661;GO:0030902;GO:0045892;GO:0045944;GO:1902667;GO:0010975;GO:0006357;GO:0010092","GO:0005634","GO:0003700;GO:0000981;GO:0019901;GO:0000978","GO:0048856;GO:0048856;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0050877;GO:0048856;GO:0006351;GO:0006355;GO:0006351;GO:0006355;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0006351;GO:0006355;GO:0048856","anatomical structure development;anatomical structure development;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;nervous system process;anatomical structure development;DNA-templated transcription;regulation of DNA-templated transcription;DNA-templated transcription;regulation of DNA-templated transcription;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;DNA-templated transcription;regulation of DNA-templated transcription;anatomical structure development"
"754","PGEN_.00g313750","PGEN_.00g313750",0,0,0,0,0.136371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"755","PGEN_.00g313760","PGEN_.00g313760",0,0,0,0,0.048981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"756","PGEN_.00g314650","PGEN_.00g314650",0,0,0,0,2.918625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","PGEN_.00g314680","PGEN_.00g314680",0,0,0,0,26.608927,"C0HK25",NA,"","Lectin ADEL","Protein N8","GO:0005534;GO:0016936;GO:0048032;GO:0030395;GO:1903777;GO:0034120","GO:0034120","","GO:0005534;GO:0016936;GO:0048032;GO:0030395;GO:1903777","GO:0007155","cell adhesion"
"758","PGEN_.00g314740","PGEN_.00g314740",0,0,0,0,0.966625,"O35608;Q3U1A1;Q9D2D2",11601,"Angpt2","Angiopoietin-2","Protein N8","GO:0042995;GO:0062023;GO:0005615;GO:0005634;GO:0005886;GO:0046872;GO:0048019;GO:0030971;GO:0005102;GO:0005172;GO:0001525;GO:0031100;GO:0048514;GO:0001974;GO:0071363;GO:0007492;GO:0010467;GO:0007281;GO:0072012;GO:0030097;GO:0060135;GO:0016525;GO:0043537;GO:0010812;GO:0050928;GO:0045766;GO:0045765;GO:0014823;GO:0009749;GO:0001666;GO:0009612;GO:0014070;GO:0009314;GO:0048014;GO:0007169","GO:0001525;GO:0031100;GO:0048514;GO:0001974;GO:0071363;GO:0007492;GO:0010467;GO:0007281;GO:0072012;GO:0030097;GO:0060135;GO:0016525;GO:0043537;GO:0010812;GO:0050928;GO:0045766;GO:0045765;GO:0014823;GO:0009749;GO:0001666;GO:0009612;GO:0014070;GO:0009314;GO:0048014;GO:0007169","GO:0042995;GO:0062023;GO:0005615;GO:0005634;GO:0005886","GO:0046872;GO:0048019;GO:0030971;GO:0005102;GO:0005172","GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0022414;GO:0030154;GO:0048856;GO:0048856;GO:0002376;GO:0048856;GO:0022414;GO:0048856;GO:0048870;GO:0007155;GO:0048856;GO:0048856;GO:0023052;GO:0023052","anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;reproductive process;cell differentiation;anatomical structure development;anatomical structure development;immune system process;anatomical structure development;reproductive process;anatomical structure development;cell motility;cell adhesion;anatomical structure development;anatomical structure development;signaling;signaling"
"759","PGEN_.00g315010","PGEN_.00g315010",0,0,0,0,1570.779493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"760","PGEN_.00g315230","PGEN_.00g315230",0,0,0,0,111.760888,"C0HK25",NA,"","Lectin ADEL","Protein N8","GO:0005534;GO:0016936;GO:0048032;GO:0030395;GO:1903777;GO:0034120","GO:0034120","","GO:0005534;GO:0016936;GO:0048032;GO:0030395;GO:1903777","GO:0007155","cell adhesion"
"761","PGEN_.00g315510","PGEN_.00g315510",0,0,0,0,3.986788,"A1L2F6",791204,"tmem205","Transmembrane protein 205","RING finger protein 19A","GO:0016021","","GO:0016021","",NA,NA
"762","PGEN_.00g316050","PGEN_.00g316050",0,0,0,0,2.739835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"763","PGEN_.00g316090","PGEN_.00g316090",0,0,0,0,1.803743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"764","PGEN_.00g316670","PGEN_.00g316670",0,0,0,0,0.972875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"765","PGEN_.00g318000","PGEN_.00g318000",0,0,0,0,9.603577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766","PGEN_.00g318420","PGEN_.00g318420",0,0,0,0,101.301968,"P55067",NA,"Ncan","150 kDa adult core glycoprotein","Chondroitin sulfate proteoglycan 3","GO:0031012;GO:0005576;GO:0072534;GO:0005886;GO:0045202;GO:0005509;GO:0030246;GO:0005540;GO:0007155;GO:0007417;GO:0051823;GO:0001501","GO:0007155;GO:0007417;GO:0051823;GO:0001501","GO:0031012;GO:0005576;GO:0072534;GO:0005886;GO:0045202","GO:0005509;GO:0030246;GO:0005540","GO:0048856;GO:0034330;GO:0048856","anatomical structure development;cell junction organization;anatomical structure development"
"767","PGEN_.00g318620","PGEN_.00g318620",0,0,0,0,1.214773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"768","PGEN_.00g318650","PGEN_.00g318650",0,0,0,0,7.524182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"769","PGEN_.00g318820","PGEN_.00g318820",0,0,0,0,5.904859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","PGEN_.00g318880","PGEN_.00g318880",0,0,0,0,0.192037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"771","PGEN_.00g319020","PGEN_.00g319020",0,0,0,0,0.079697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"772","PGEN_.00g319220","PGEN_.00g319220",0,0,0,0,31.27765,"Q8BYH0;A2RTS1;B2ZIF3;B2ZIF4;Q8K3F8",107751,"Drgx","Dorsal root ganglia homeobox protein","Paired-related homeobox protein-like 1","GO:0005634;GO:0003677;GO:0003700;GO:0000981;GO:0000977;GO:1990837;GO:0007411;GO:0007409;GO:0009593;GO:0016048;GO:0021516;GO:0007399;GO:0030182;GO:0001764;GO:0006357;GO:0050954;GO:0021559","GO:0007411;GO:0007409;GO:0009593;GO:0016048;GO:0021516;GO:0007399;GO:0030182;GO:0001764;GO:0006357;GO:0050954;GO:0021559","GO:0005634","GO:0003677;GO:0003700;GO:0000981;GO:0000977;GO:1990837","GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0048856;GO:0048856;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0048870;GO:0006351;GO:0006355;GO:0050877;GO:0048856","cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;anatomical structure development;anatomical structure development;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;cell motility;DNA-templated transcription;regulation of DNA-templated transcription;nervous system process;anatomical structure development"
"773","PGEN_.00g319310","PGEN_.00g319310",0,0,0,0,0.082596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"774","PGEN_.00g321410","PGEN_.00g321410",0,0,0,0,16.844346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"775","PGEN_.00g321440","PGEN_.00g321440",0,0,0,0,0.077999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","PGEN_.00g322360","PGEN_.00g322360",0,0,0,0,2349.034479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"777","PGEN_.00g322650","PGEN_.00g322650",0,0,0,0,9.888895,"P22699;Q55BI5",8617819,"celA","Endoglucanase","Spore germination protein 270-6","GO:0005576;GO:0008810;GO:0030248;GO:0030245;GO:0009847;GO:0030435","GO:0030245;GO:0009847;GO:0030435","GO:0005576","GO:0008810;GO:0030248","GO:0005975;GO:0030154;GO:0030154;GO:0048856","carbohydrate metabolic process;cell differentiation;cell differentiation;anatomical structure development"
"778","PGEN_.00g322680","PGEN_.00g322680",0,0,0,0,3.001,"P26221;Q08167",NA,"celD","Endoglucanase E-4","Endo-14-beta-glucanase E-4","GO:0008810;GO:0030248;GO:0030245","GO:0030245","","GO:0008810;GO:0030248","GO:0005975","carbohydrate metabolic process"
"779","PGEN_.00g322820","PGEN_.00g322820",0,0,0,0,13.749235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"780","PGEN_.00g323060","PGEN_.00g323060",0,0,0,0,0.725361,"Q9TTT5",100009472,"KCND3","Potassium voltage-gated channel subfamily D member 3","Voltage-gated potassium channel subunit Kv4.3","GO:0030425;GO:0042383;GO:0008076;GO:0046872;GO:0005249;GO:0051260;GO:0034765","GO:0051260;GO:0034765","GO:0030425;GO:0042383;GO:0008076","GO:0046872;GO:0005249","GO:0065003;GO:0055085","protein-containing complex assembly;transmembrane transport"
"781","PGEN_.00g323520","PGEN_.00g323520",0,0,0,0,80.829345,"Q9QZC7;Q3UDH6;Q8C4I4;Q8CA27",226971,"Plekhb2","Pleckstrin homology domain-containing family B member 2","Evectin-2","GO:0016021;GO:0055038;GO:0005547;GO:0045595","GO:0045595","GO:0016021;GO:0055038","GO:0005547","GO:0030154","cell differentiation"
"782","PGEN_.00g324670","PGEN_.00g324670",0,0,0,0,0.756266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"783","PGEN_.00g325300","PGEN_.00g325300",0,0,0,0,3.542479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","PGEN_.00g325700","PGEN_.00g325700",0,0,0,0,0.43836,"Q91XV4",101835313,"DCXR","L-xylulose reductase","Sperm antigen P26h","GO:0001669;GO:0005903;GO:0005881;GO:0016020;GO:0005902;GO:0042802;GO:0050038;GO:0016655;GO:0042732;GO:0006006;GO:0006739;GO:2000379;GO:0005997","GO:0042732;GO:0006006;GO:0006739;GO:2000379;GO:0005997","GO:0001669;GO:0005903;GO:0005881;GO:0016020;GO:0005902","GO:0042802;GO:0050038;GO:0016655","GO:0005975;GO:0005975;GO:0055086;GO:0005975","carbohydrate metabolic process;carbohydrate metabolic process;nucleobase-containing small molecule metabolic process;carbohydrate metabolic process"
"785","PGEN_.00g325780","PGEN_.00g325780",0,0,0,0,8.646661,"P83088;Q7PLF1",3355171,"FucTC","Alpha-(13)-fucosyltransferase C","Galactoside 3-L-fucosyltransferase","GO:0032580;GO:0016021;GO:0046920;GO:0008417;GO:0036065;GO:0006486","GO:0036065;GO:0006486","GO:0032580;GO:0016021","GO:0046920;GO:0008417","GO:1901135","carbohydrate derivative metabolic process"
"786","PGEN_.00g326690","PGEN_.00g326690",0,0,0,0,0.131654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","PGEN_.00g327040","PGEN_.00g327040",0,0,0,0,3.230456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"788","PGEN_.00g327290","PGEN_.00g327290",0,0,0,0,0.119984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","PGEN_.00g327500","PGEN_.00g327500",0,0,0,0,1.529344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","PGEN_.00g327520","PGEN_.00g327520",0,0,0,0,0.16424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"791","PGEN_.00g327740","PGEN_.00g327740",0,0,0,0,1.023464,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"792","PGEN_.00g328860","PGEN_.00g328860",0,0,0,0,16.644016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"793","PGEN_.00g328980","PGEN_.00g328980",0,0,0,0,39.238913,"B3EWZ8",NA,"","Ectin","snRNP core protein D1","GO:0005576","","GO:0005576","",NA,NA
"794","PGEN_.00g329180","PGEN_.00g329180",0,0,0,0,0.428436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"795","PGEN_.00g329450","PGEN_.00g329450",0,0,0,0,4.016649,"D3YXG0;D3Z2Q7",545370,"Hmcn1","Hemicentin-1","Fibulin-6","GO:0005912;GO:0005604;GO:0005938;GO:0030054;GO:0032154;GO:0062023;GO:0005737;GO:0005576;GO:0005927;GO:0005509;GO:0090527;GO:0071711;GO:0007049;GO:0051301;GO:0007157;GO:0007156;GO:0009617","GO:0090527;GO:0071711;GO:0007049;GO:0051301;GO:0007157;GO:0007156;GO:0009617","GO:0005912;GO:0005604;GO:0005938;GO:0030054;GO:0032154;GO:0062023;GO:0005737;GO:0005576;GO:0005927","GO:0005509","GO:0007010;GO:0030198;GO:0007155;GO:0007155","cytoskeleton organization;extracellular matrix organization;cell adhesion;cell adhesion"
"796","PGEN_.00g329470","PGEN_.00g329470",0,0,0,0,3.156202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"797","PGEN_.00g329490","PGEN_.00g329490",0,0,0,0,0.146331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"798","PGEN_.00g329840","PGEN_.00g329840",0,0,0,0,0.305869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"799","PGEN_.00g329850","PGEN_.00g329850",0,0,0,0,2.279627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"800","PGEN_.00g329860","PGEN_.00g329860",0,0,0,0,4.964639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"801","PGEN_.00g330720","PGEN_.00g330720",0,0,0,0,7.894994,"P17644;Q0KI18;Q9VC73",42919,"nAChRalpha2","Acetylcholine receptor subunit alpha-like 2","Nicotinic acetylcholine receptor alpha 2","GO:0005892;GO:0005887;GO:0043005;GO:0045211;GO:0045202;GO:0022848;GO:0030594;GO:0004888;GO:0098655;GO:0007268;GO:0034220;GO:0050877;GO:0042391;GO:0007165;GO:0007271","GO:0098655;GO:0007268;GO:0034220;GO:0050877;GO:0042391;GO:0007165;GO:0007271","GO:0005892;GO:0005887;GO:0043005;GO:0045211;GO:0045202","GO:0022848;GO:0030594;GO:0004888","GO:0055085;GO:0023052;GO:0055085;GO:0023052;GO:0023052","transmembrane transport;signaling;transmembrane transport;signaling;signaling"
"802","PGEN_.00g330980","PGEN_.00g330980",0,0,0,0,5.385374,"Q9W6N4",NA,"thra","Thyroid hormone receptor alpha","Nuclear receptor subfamily 1 group A member 1","GO:0005634;GO:0004879;GO:0043565;GO:0070324;GO:0008270","","GO:0005634","GO:0004879;GO:0043565;GO:0070324;GO:0008270",NA,NA
"803","PGEN_.00g331360","PGEN_.00g331360",0,0,0,0,1.131684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","PGEN_.00g331990","PGEN_.00g331990",0,0,0,0,0.824592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","PGEN_.00g332220","PGEN_.00g332220",0,0,0,0,0.482788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","PGEN_.00g332580","PGEN_.00g332580",0,0,0,0,2.47078,"P97353;Q91V73;Q920T3;Q920T4",NA,"Sec1","Galactoside 2-alpha-L-fucosyltransferase Sec1","Secretory blood group protein 1","GO:0032580;GO:0016021;GO:0008417;GO:0008107;GO:0005975;GO:0036065;GO:0006629;GO:0021772;GO:0001954;GO:0010595;GO:1904906;GO:1903672;GO:0006486","GO:0005975;GO:0036065;GO:0006629;GO:0021772;GO:0001954;GO:0010595;GO:1904906;GO:1903672;GO:0006486","GO:0032580;GO:0016021","GO:0008417;GO:0008107","GO:0048856;GO:0007155;GO:0048870;GO:0007155;GO:0048856;GO:1901135","anatomical structure development;cell adhesion;cell motility;cell adhesion;anatomical structure development;carbohydrate derivative metabolic process"
"807","PGEN_.00g333580","PGEN_.00g333580",0,0,0,0,1.274681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","PGEN_.00g333810","PGEN_.00g333810",0,0,0,0,0.712077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","PGEN_.00g334160","PGEN_.00g334160",0,0,0,0,1.09637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"810","PGEN_.00g334380","PGEN_.00g334380",0,0,0,0,0.198202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"811","PGEN_.00g334520","PGEN_.00g334520",0,0,0,0,2.204894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"812","PGEN_.00g334560","PGEN_.00g334560",0,0,0,0,0.190381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"813","PGEN_.00g334700","PGEN_.00g334700",0,0,0,0,0.069881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"814","PGEN_.00g335330","PGEN_.00g335330",0,0,0,0,1.476831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"815","PGEN_.00g336100","PGEN_.00g336100",0,0,0,0,0.290585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"816","PGEN_.00g336290","PGEN_.00g336290",0,0,0,0,0.772123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"817","PGEN_.00g336340","PGEN_.00g336340",0,0,0,0,0.682309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"818","PGEN_.00g337290","PGEN_.00g337290",0,0,0,0,18.686241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","PGEN_.00g338170","PGEN_.00g338170",0,0,0,0,0.684786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"820","PGEN_.00g338660","PGEN_.00g338660",0,0,0,0,0.180697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"821","PGEN_.00g339850","PGEN_.00g339850",0,0,0,0,0.650338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","PGEN_.00g339860","PGEN_.00g339860",0,0,0,0,1.653773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","PGEN_.00g340170","PGEN_.00g340170",0,0,0,0,1.241221,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","PGEN_.00g340530","PGEN_.00g340530",0,0,0,0,0.259883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","PGEN_.00g340560","PGEN_.00g340560",0,0,0,0,0.170658,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","PGEN_.00g340930","PGEN_.00g340930",0,0,0,0,11.875682,"P45961;Q56DS6;Q7JMP5",188309,"cex-2","Calexcitin-2","Mesoderm development candidate 1","GO:0005783;GO:0005509","","GO:0005783","GO:0005509",NA,NA
"827","PGEN_.00g341270","PGEN_.00g341270",0,0,0,0,0.259993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"828","PGEN_.00g341290","PGEN_.00g341290",0,0,0,0,183.213649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"829","PGEN_.00g341360","PGEN_.00g341360",0,0,0,0,11.836842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"830","PGEN_.00g342470","PGEN_.00g342470",0,0,0,0,0.044582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"831","PGEN_.00g342540","PGEN_.00g342540",0,0,0,0,0.153307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"832","PGEN_.00g342870","PGEN_.00g342870",0,0,0,0,1.203189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833","PGEN_.00g343180","PGEN_.00g343180",0,0,0,0,1.565144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","PGEN_.00g343190","PGEN_.00g343190",0,0,0,0,492.385857,"Q17043",NA,"","Aplysianin-A","UDP-galactose:beta-N-acetylglucosamine beta-13-galactosyltransferase 5","GO:0016491;GO:0042742","GO:0042742","","GO:0016491","GO:0098542","defense response to other organism"
"835","PGEN_.00g343470","PGEN_.00g343470",0,0,0,0,2.78627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","PGEN_.00g343490","PGEN_.00g343490",0,0,0,0,0.064754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"837","PGEN_.00g343510","PGEN_.00g343510",0,0,0,0,0.527808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"838","PGEN_.00g343550","PGEN_.00g343550",0,0,0,0,43.982869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"839","PGEN_.00g344110","PGEN_.00g344110",0,0,0,0,0.527808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"840","PGEN_.00g344240","PGEN_.00g344240",0,0,0,0,28.501186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"841","PGEN_.00g344250","PGEN_.00g344250",0,0,0,0,0.229129,"Q6GZ04",NA,"pam","Phenylalanine aminomutase (L-beta-phenylalanine forming)","Phenylalanine ammonia-lyase","GO:0005737;GO:0016869;GO:0045548;GO:0009821;GO:0009800;GO:0006559;GO:0006558;GO:0042617;GO:0051289","GO:0009821;GO:0009800;GO:0006559;GO:0006558;GO:0042617;GO:0051289","GO:0005737","GO:0016869;GO:0045548","GO:0006520;GO:0006520;GO:0006629;GO:0065003","cellular amino acid metabolic process;cellular amino acid metabolic process;lipid metabolic process;protein-containing complex assembly"
"842","PGEN_.00g344480","PGEN_.00g344480",0,0,0,0,36.913591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"843","PGEN_.00g344640","PGEN_.00g344640",0,0,0,0,7.409124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"844","PGEN_.00g344960","PGEN_.00g344960",0,0,0,0,19.062542,"B2DFG5",NA,"dthadh","D-threo-3-hydroxyaspartate dehydratase","Threo-3-hydroxy-D-aspartate ammonia-lyase","GO:0016841;GO:0030170","","","GO:0016841;GO:0030170",NA,NA
"845","PGEN_.00g344970","PGEN_.00g344970",0,0,0,0,3.72552,"Q9US35",2542996,"","D-serine dehydratase","D-serine deaminase","GO:0005829;GO:0005634;GO:0008721;GO:0036088","GO:0036088","GO:0005829;GO:0005634","GO:0008721","GO:0006520","cellular amino acid metabolic process"
"846","PGEN_.00g345180","PGEN_.00g345180",0,0,0,0,0.069881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847","PGEN_.00g345190","PGEN_.00g345190",0,0,0,0,25.494616,"Q60519;B1B1A9;Q6ZPQ8;Q7TT33;Q8BVE5",20357,"Sema5b","Semaphorin-5B","Semaphorin-G","GO:0016021;GO:0045499;GO:0030215;GO:0048675;GO:0007411;GO:0050908;GO:0048843;GO:0001755;GO:1990138;GO:0097485;GO:0030335;GO:0071526","GO:0048675;GO:0007411;GO:0050908;GO:0048843;GO:0001755;GO:1990138;GO:0097485;GO:0030335;GO:0071526","GO:0016021","GO:0045499;GO:0030215","GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0050877;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0048870;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0048870;GO:0023052","cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;nervous system process;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;cell motility;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;cell motility;signaling"
"848","PGEN_.00g345570","PGEN_.00g345570",0,0,0,0,10.588384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"849","PGEN_.00g346010","PGEN_.00g346010",0,0,0,0,0.055482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
